3679	1134
2886	2064
5058	2064
1742	2064
5296	2064
55914	2064
3732	2064
54206	2064
4316	960
9463	2064
7088	2290
4086	2290
10765	2290
64750	1601
867	7409
5335	7409
5618	7409
7297	7409
5594	7409
695	7409
7046	960
6850	7409
6461	7409
5588	7409
7006	7409
3572	7409
3190	7409
6503	7409
2185	7409
2146	7409
3937	7409
7791	7409
6452	7409
6478	7409
27040	7409
397	7409
8651	7409
868	7409
29760	7409
7410	960
29127	7409
1794	7409
5175	7525
948	7525
6134	7525
2066	960
4868	7525
4950	7525
59341	7525
7074	960
6667	5966
1997	5966
55922	5966
6908	5966
5599	5966
5531	5966
9631	9372
25870	9372
2114	9372
3312	5966
2959	5966
9138	960
5966	801
5966	805
5966	808
4067	3815
5295	3815
5335	3815
5781	3815
4771	960
5777	3815
4254	3815
6714	3815
4145	3815
3815	6772
5800	3815
7006	3815
2886	3815
2887	3815
2214	952
1399	3815
1796	3815
5296	3815
8651	3815
10750	3815
9402	3815
10019	3815
975	3815
8777	3815
3932	952
26228	3815
867	2268
7454	2268
100133941	2268
6850	2268
5747	2268
1601	2268
1232	2268
2268	3059
6504	2268
10969	2248
9794	4855
3630	4856
4851	4856
6275	4856
4772	5292
27044	5292
11335	5292
10951	5292
735	966
8321	7474
2665	4218
10133	4218
5871	4218
9501	4218
731	966
94121	4218
9699	4218
22895	4218
3791	2321
7422	2321
5228	2321
7423	2321
9869	2078
369	6237
4690	6237
5900	6237
83593	6237
3572	5008
867	4067
5175	4067
948	4067
5777	4067
7297	4067
4067	695
11034	71
100133941	4067
4067	6850
5141	4067
4067	5336
6464	4067
3190	4067
5747	4067
5591	4067
2185	4067
5294	4067
4067	3059
3937	4067
5595	4067
10657	4067
91544	9372
9437	966
9564	4067
9094	4067
50852	4067
8631	4067
8935	4067
4067	59341
259197	966
9846	4067
84106	4067
139716	4067
23645	4067
3635	4067
23624	4067
55024	4067
51206	4067
51466	4067
4739	4067
6688	3725
5449	3725
5925	3725
2516	3725
921	971
4800	3725
6667	3725
2963	3725
25	3725
7168	3725
3054	3725
6872	3725
367	3725
6908	3725
1387	3725
5777	971
860	3725
6772	3725
6775	3725
3159	3725
5591	3725
4089	3725
5300	3725
5599	3725
4666	3725
4087	3725
10507	971
2355	3725
6602	3725
7421	3725
5595	3725
7341	3725
8204	3725
7050	3725
8648	3725
29760	971
2033	3725
5601	3725
1831	3725
6942	3725
4088	3725
1660	3725
467	3725
3091	3725
10514	3725
5587	3725
9188	3725
6689	3725
468	3725
10987	3725
64326	3725
1155	7874
2959	3725
8841	3725
7329	3725
9584	3725
10538	3725
9586	3725
25920	3725
6142	3725
122953	3725
2274	9372
23613	9372
84181	9372
89941	9372
4089	3726
5599	3726
2355	3726
4088	3726
10538	3726
122953	3726
5599	3727
2355	3727
467	3727
10987	3727
64326	3727
10538	3727
122953	3727
4090	4089
1051	6688
4841	6688
2623	6688
3662	6688
6689	6688
4090	4086
4988	4985
1991	12
9368	4986
1387	2122
3065	2122
1487	2122
4088	2122
9759	2122
8850	2122
4090	11284
7545	2735
7546	2735
51684	2735
27148	2735
7545	2736
7546	2736
51684	2736
27148	2736
7547	2737
1387	2737
3817	12
7545	2737
7546	2737
51684	2737
27148	2737
4089	6498
4087	6498
4088	6498
51343	6498
64750	6498
79840	3981
5335	867
5777	867
7297	867
7535	867
3702	867
25	867
6714	867
4851	867
640	867
695	867
30011	867
6850	867
7410	867
4690	867
6464	867
3636	867
6503	867
2185	867
3937	867
1399	867
10253	867
7322	867
5296	867
977	3675
7332	867
23607	867
977	3688
10580	867
84174	867
26191	867
10818	867
4090	6626
64215	12
84959	867
85415	388
50650	388
6242	389
5335	387
3737	387
4983	387
4168	387
3895	387
5585	387
1609	387
6093	387
7204	387
396	387
4659	387
6242	387
8506	387
5337	387
5586	387
5147	387
392	387
398	387
11214	387
10567	387
50649	387
10451	387
23365	387
11113	387
9826	387
57522	387
23002	387
85415	387
9181	387
50619	387
5910	387
7220	387
10256	387
23370	387
50650	387
23263	387
1991	6590
114822	387
4090	11338
4946	4953
4947	4953
3685	6696
2896	6590
7273	4077
10519	4077
9638	4077
9218	5007
4090	5936
22976	5076
4222	5075
4223	5075
4602	5079
3399	5079
3836	5079
1616	5079
7091	5079
7080	7849
1822	6477
5083	10765
5068	5967
5359	6590
4090	51652
4090	586
4090	85313
4090	11059
5745	5741
5746	5741
5111	595
5925	595
6872	595
367	595
1027	595
8202	595
8648	595
2033	595
1021	595
10270	595
23582	595
8850	595
9978	595
7067	595
7068	595
8841	595
51191	595
56654	595
652	9372
5744	5745
9368	5745
9351	5745
3837	5744
3728	1830
2147	462
6891	6890
2923	6890
6892	6890
6892	6891
8997	5066
9182	5066
127933	5066
5192	5828
215	5825
760	6548
5824	5825
6256	5465
9612	5465
9611	5465
1854	5465
7818	5465
8204	5465
8648	5465
2033	5465
10891	5465
11214	5465
10912	5465
9862	5465
10062	5465
7529	6548
9049	5465
29982	5465
85441	5465
51102	5465
9448	6548
10026	250
5159	5295
5175	5295
5781	5295
11261	6548
1029	4691
940	5295
924	5295
3265	5295
2242	5295
6714	5295
54997	6548
2065	5295
7046	5295
30011	5295
7454	5295
1438	5295
369	5295
6853	5295
22800	5295
7343	10849
6461	5295
7301	5295
6464	5295
5747	5295
8660	5295
2690	5295
5599	5295
1399	5295
5879	5295
10376	5295
8038	5295
392	5295
916	10849
5293	5295
5291	5295
9564	5295
8471	5295
8651	5295
2549	5295
64425	10849
7532	5295
116986	5295
10451	5295
9846	5295
916	5295
3467	3454
3265	5290
2776	5290
8471	5290
8503	5290
23551	5290
7534	5208
3456	3454
5213	5211
5295	3454
6271	5236
6285	5236
5506	5350
6588	5350
5320	5319
5159	5335
5175	5335
5156	5335
7535	5335
6654	5335
7297	3454
3702	5335
6714	5335
4914	5335
4916	5335
7454	5335
6850	5335
4486	5335
6461	5335
5747	5335
8660	5335
7275	5335
6655	5335
8525	5335
3937	5335
10399	3454
6452	5335
27040	5335
5338	5335
10657	5335
5586	5335
5058	5335
8301	5335
9531	5335
2549	5335
6773	3454
5587	5335
28964	5335
7462	5335
8711	5335
54822	5335
7222	5335
5340	2023
3728	9372
4817	9372
29068	4086
7329	79753
9063	79753
5307	5449
8856	5449
3276	3454
9970	5449
9869	79753
6035	6050
2147	5269
204851	79753
5175	3728
324	3728
5792	3728
999	3728
1825	3728
1003	3728
6934	3728
5796	3728
5318	3728
5784	3728
8945	3728
5054	5340
3458	3459
6678	5340
7057	5340
730	5340
3716	3459
2159	5340
3827	5340
5345	5340
7913	7020
55660	4089
5327	5054
2147	5054
3636	2318
5328	5054
7448	5054
7123	5327
5328	5327
2159	5327
4904	7020
5104	5327
5327	5274
55660	6625
5925	5055
5328	5055
3661	5055
5328	5329
3827	5329
2191	5329
407	5724
